Embalaje,Ancho_cm,Largo_cm,Alto_cm,Peso_kg,Manipulacion,Procedencia,Temperatura,Protocolo
1,55.6,44.7,35.1,79.28,fragil,B,refrigerado,Protocolo_2
3,95.4,89.9,72.1,21.69,fragil,B,refrigerado,Protocolo_2
2,35.6,97.0,45.5,49.81,normal,B,ambiente,Protocolo_1
3,65.4,97.5,27.3,70.04,normal,C,refrigerado,Protocolo_2
3,5.0,80.9,33.8,49.34,fragil,D,refrigerado,Protocolo_2
1,75.0,32.5,33.7,74.09,normal,B,refrigerado,Protocolo_2
2,52.7,9.3,75.5,67.88,normal,D,ambiente,Protocolo_2
3,24.8,45.4,24.1,2.99,normal,C,ambiente,Protocolo_1
1,5.1,33.3,97.9,55.01,normal,C,ambiente,Protocolo_2
3,72.2,67.2,70.3,57.72,normal,D,ambiente,Protocolo_2
1,68.0,40.3,43.1,29.87,normal,A,refrigerado,Protocolo_1
2,68.2,89.6,99.8,72.78,normal,A,ambiente,Protocolo_2
2,46.6,40.5,25.5,64.11,fragil,A,ambiente,Protocolo_2
3,65.7,40.9,77.5,29.49,fragil,B,ambiente,Protocolo_1
3,59.3,77.1,30.7,18.0,fragil,D,ambiente,Protocolo_2
2,27.7,61.1,56.6,17.16,normal,A,ambiente,Protocolo_1
1,54.3,29.3,10.2,17.8,normal,B,ambiente,Protocolo_1
2,53.9,69.3,85.4,47.22,normal,C,ambiente,Protocolo_2
2,83.2,58.5,39.8,51.49,normal,C,ambiente,Protocolo_1
3,46.2,14.9,60.5,12.08,fragil,A,ambiente,Protocolo_1
3,46.4,49.4,93.1,43.97,normal,A,ambiente,Protocolo_2
2,98.5,92.3,7.9,20.17,normal,A,refrigerado,Protocolo_1
3,90.0,25.1,97.0,72.85,normal,A,refrigerado,Protocolo_2
1,28.0,44.4,54.9,68.53,fragil,A,ambiente,Protocolo_2
1,91.5,31.2,79.2,9.43,normal,B,ambiente,Protocolo_2
1,18.1,56.0,49.9,20.33,normal,C,refrigerado,Protocolo_2
3,86.1,97.6,82.5,75.57,normal,C,refrigerado,Protocolo_2
1,22.4,34.4,88.7,24.06,fragil,C,ambiente,Protocolo_2
2,45.4,84.1,41.3,65.3,normal,A,ambiente,Protocolo_2
3,98.5,84.6,73.7,4.23,normal,B,ambiente,Protocolo_2
3,14.2,29.6,99.9,31.15,normal,A,ambiente,Protocolo_1
3,84.8,78.4,76.9,49.26,normal,C,ambiente,Protocolo_2
1,52.0,98.9,95.9,32.08,normal,C,refrigerado,Protocolo_2
2,15.5,95.6,75.0,63.29,normal,C,ambiente,Protocolo_1
2,95.5,62.5,36.3,78.4,normal,B,ambiente,Protocolo_2
3,57.2,19.4,83.6,41.18,normal,B,ambiente,Protocolo_1
2,88.7,16.3,68.3,37.2,normal,B,ambiente,Protocolo_1
2,87.6,30.3,8.1,56.42,normal,D,ambiente,Protocolo_1
1,6.4,62.1,21.4,60.35,normal,C,refrigerado,Protocolo_2
1,30.2,41.7,29.8,4.97,normal,A,ambiente,Protocolo_1
2,37.0,71.4,75.6,35.12,normal,C,ambiente,Protocolo_1
1,55.8,79.8,80.7,40.08,normal,A,ambiente,Protocolo_2
2,11.8,22.1,83.6,24.73,fragil,B,ambiente,Protocolo_1
3,42.0,91.0,11.4,60.78,normal,B,ambiente,Protocolo_1
2,82.4,10.8,11.9,70.98,normal,C,ambiente,Protocolo_2
2,21.5,30.2,33.4,67.66,normal,C,ambiente,Protocolo_1
1,71.6,82.4,69.7,50.78,normal,A,refrigerado,Protocolo_2
2,48.7,22.5,85.0,63.58,normal,C,ambiente,Protocolo_2
2,11.7,25.9,87.6,18.76,fragil,B,ambiente,Protocolo_1
1,21.9,97.7,24.7,2.25,normal,C,refrigerado,Protocolo_1
1,18.4,91.7,77.9,41.17,fragil,A,refrigerado,Protocolo_2
3,63.9,82.2,65.9,32.92,normal,B,ambiente,Protocolo_1
3,13.3,21.5,93.0,70.56,normal,D,ambiente,Protocolo_1
2,83.2,29.2,78.4,63.17,normal,A,refrigerado,Protocolo_2
3,81.6,27.3,55.2,30.67,normal,C,refrigerado,Protocolo_1
1,12.6,23.0,79.4,1.59,fragil,C,ambiente,Protocolo_2
1,89.4,97.2,34.3,22.14,normal,D,refrigerado,Protocolo_2
3,96.1,20.8,79.7,28.96,normal,B,ambiente,Protocolo_1
1,9.1,75.9,79.2,54.13,normal,D,refrigerado,Protocolo_2
2,95.3,9.8,86.2,72.28,fragil,A,ambiente,Protocolo_2
1,31.5,56.7,28.0,17.83,normal,B,ambiente,Protocolo_1
1,68.2,11.7,85.7,62.92,normal,B,ambiente,Protocolo_1
2,21.6,10.9,21.1,58.34,fragil,C,ambiente,Protocolo_2
2,82.7,26.9,78.3,28.38,normal,A,ambiente,Protocolo_1
3,85.0,92.9,93.3,1.49,normal,B,refrigerado,Protocolo_2
3,97.9,65.7,8.4,2.81,fragil,D,ambiente,Protocolo_1
2,99.3,66.9,64.5,49.62,fragil,C,refrigerado,Protocolo_2
2,12.2,33.3,67.7,67.8,fragil,B,ambiente,Protocolo_2
1,67.5,73.7,82.4,50.63,normal,A,ambiente,Protocolo_2
1,30.9,69.7,14.8,61.94,normal,D,ambiente,Protocolo_2
1,16.9,48.9,91.4,40.33,normal,C,refrigerado,Protocolo_2
3,19.1,69.8,99.4,21.18,normal,D,ambiente,Protocolo_1
1,94.0,87.4,68.9,3.37,normal,B,ambiente,Protocolo_2
2,69.9,96.2,45.8,65.42,fragil,A,refrigerado,Protocolo_2
3,9.8,99.7,65.3,38.04,normal,C,ambiente,Protocolo_1
3,98.5,51.4,10.2,70.14,normal,C,ambiente,Protocolo_1
2,81.7,8.1,76.5,29.74,normal,D,ambiente,Protocolo_1
1,34.4,26.8,11.6,22.22,fragil,A,ambiente,Protocolo_1
2,49.7,23.7,35.6,53.43,normal,B,ambiente,Protocolo_1
2,74.0,33.6,18.2,48.43,normal,A,ambiente,Protocolo_1
1,69.2,39.2,74.0,56.4,fragil,B,refrigerado,Protocolo_2
3,49.0,68.5,61.5,7.47,normal,D,ambiente,Protocolo_1
3,53.7,54.9,71.4,6.85,normal,C,refrigerado,Protocolo_1
1,9.1,66.7,11.1,45.76,normal,A,refrigerado,Protocolo_2
1,52.6,97.3,40.2,43.95,normal,C,ambiente,Protocolo_2
1,37.3,9.7,43.6,7.62,normal,B,refrigerado,Protocolo_1
3,32.1,6.4,62.2,34.53,normal,B,refrigerado,Protocolo_1
1,30.6,68.2,14.7,50.76,fragil,A,ambiente,Protocolo_2
3,66.6,56.9,66.5,43.45,normal,C,refrigerado,Protocolo_2
3,45.8,50.9,42.5,15.08,fragil,C,refrigerado,Protocolo_2
2,45.5,86.1,91.1,74.24,normal,A,refrigerado,Protocolo_2
2,20.1,20.1,47.7,2.94,normal,A,ambiente,Protocolo_1
3,96.4,59.5,14.7,21.95,fragil,B,refrigerado,Protocolo_2
3,26.3,93.5,14.8,5.59,normal,B,ambiente,Protocolo_1
1,43.6,47.4,29.2,22.81,normal,A,ambiente,Protocolo_1
1,23.1,60.1,27.8,54.89,normal,C,ambiente,Protocolo_2
2,71.8,11.6,80.7,2.1,normal,C,ambiente,Protocolo_1
1,46.4,38.2,73.6,3.29,normal,A,ambiente,Protocolo_1
1,44.3,8.9,12.3,16.63,normal,C,refrigerado,Protocolo_2
3,88.1,59.4,85.9,2.41,fragil,B,ambiente,Protocolo_2
2,77.2,61.1,14.1,31.33,normal,B,ambiente,Protocolo_1
2,54.4,95.3,79.6,18.57,normal,C,ambiente,Protocolo_1
1,49.5,65.6,15.6,25.91,normal,B,ambiente,Protocolo_1
1,96.2,5.3,40.8,67.01,normal,B,ambiente,Protocolo_2
1,95.9,84.2,76.3,34.69,normal,A,ambiente,Protocolo_2
2,72.0,36.3,29.1,1.4,normal,C,refrigerado,Protocolo_1
1,77.2,72.9,15.8,43.84,normal,A,ambiente,Protocolo_2
2,90.4,30.1,79.8,8.93,fragil,A,ambiente,Protocolo_1
1,96.6,77.2,70.6,4.94,normal,C,refrigerado,Protocolo_2
2,12.8,93.1,89.7,26.32,normal,A,ambiente,Protocolo_1
2,99.7,12.5,65.9,21.91,normal,D,ambiente,Protocolo_1
1,71.8,56.7,12.0,9.11,normal,B,refrigerado,Protocolo_2
2,61.3,56.3,65.7,24.01,fragil,B,refrigerado,Protocolo_2
1,44.3,32.2,83.1,38.83,normal,C,ambiente,Protocolo_1
1,37.0,37.5,12.9,20.24,normal,B,ambiente,Protocolo_1
3,81.4,69.2,17.9,2.78,normal,A,ambiente,Protocolo_1
3,67.2,32.8,69.4,71.43,normal,A,ambiente,Protocolo_1
2,24.1,7.9,80.2,52.18,normal,B,ambiente,Protocolo_1
3,62.9,78.1,38.5,56.59,fragil,D,ambiente,Protocolo_2
2,18.4,64.4,74.8,32.77,fragil,A,refrigerado,Protocolo_2
1,52.2,28.8,20.9,45.95,normal,D,ambiente,Protocolo_2
3,60.4,96.3,47.2,56.3,normal,B,refrigerado,Protocolo_2
2,65.4,90.4,76.1,28.66,normal,C,ambiente,Protocolo_1
2,18.8,96.6,23.9,66.54,normal,C,refrigerado,Protocolo_2
2,14.1,53.7,38.1,61.83,normal,A,ambiente,Protocolo_1
1,29.6,27.3,64.8,23.11,normal,D,ambiente,Protocolo_1
3,62.7,21.5,37.9,26.76,normal,C,refrigerado,Protocolo_1
2,93.5,95.1,88.0,14.88,normal,C,refrigerado,Protocolo_2
2,79.0,89.6,95.9,40.31,normal,B,ambiente,Protocolo_2
1,75.8,75.4,66.0,64.94,fragil,B,refrigerado,Protocolo_2
3,36.4,53.5,79.3,45.21,fragil,B,refrigerado,Protocolo_2
1,15.6,41.5,91.1,28.5,normal,A,ambiente,Protocolo_1
1,89.7,71.8,71.7,32.94,fragil,A,ambiente,Protocolo_2
3,52.6,5.9,78.5,55.47,normal,C,ambiente,Protocolo_1
1,14.5,54.8,12.6,41.24,fragil,B,ambiente,Protocolo_2
2,55.8,69.5,83.3,44.31,fragil,A,ambiente,Protocolo_2
3,69.2,76.6,31.1,48.85,normal,D,ambiente,Protocolo_1
3,35.4,47.9,11.7,59.14,normal,A,ambiente,Protocolo_1
2,5.9,75.8,61.0,50.13,normal,D,ambiente,Protocolo_1
3,64.1,14.1,26.5,54.81,fragil,C,refrigerado,Protocolo_2
3,8.8,27.2,12.6,53.36,normal,C,ambiente,Protocolo_1
3,46.1,18.7,62.9,74.13,normal,B,ambiente,Protocolo_2
1,83.4,37.3,14.4,58.97,normal,B,refrigerado,Protocolo_2
3,99.9,37.7,89.3,43.82,normal,A,ambiente,Protocolo_2
1,40.2,40.5,97.1,71.86,normal,D,ambiente,Protocolo_2
3,6.9,49.3,75.1,72.05,normal,B,refrigerado,Protocolo_2
1,51.8,46.5,32.3,28.25,normal,B,ambiente,Protocolo_1
1,31.2,51.6,58.4,64.46,normal,A,ambiente,Protocolo_2
1,89.8,76.5,8.0,78.6,normal,A,ambiente,Protocolo_2
2,72.6,18.5,64.0,16.71,fragil,D,ambiente,Protocolo_2
1,43.4,38.3,30.1,31.88,normal,B,ambiente,Protocolo_1
1,77.4,5.0,48.2,33.35,normal,B,ambiente,Protocolo_1
2,37.4,7.7,22.0,48.92,normal,A,ambiente,Protocolo_1
3,54.6,62.6,98.7,77.02,normal,D,refrigerado,Protocolo_2
2,92.7,88.2,24.7,24.59,normal,C,ambiente,Protocolo_1
2,24.0,34.1,44.6,60.35,fragil,B,ambiente,Protocolo_2
2,34.7,43.2,29.2,62.33,fragil,D,ambiente,Protocolo_2
2,89.1,24.9,56.5,55.75,normal,B,ambiente,Protocolo_2
2,48.9,18.6,91.0,47.14,fragil,D,ambiente,Protocolo_2
2,35.2,89.0,20.5,45.82,normal,A,refrigerado,Protocolo_2
1,8.5,59.4,18.4,22.71,normal,B,ambiente,Protocolo_1
1,44.8,72.0,12.0,11.15,fragil,B,ambiente,Protocolo_2
3,52.6,88.8,61.0,26.86,fragil,A,ambiente,Protocolo_2
2,43.6,60.9,62.2,18.52,normal,C,ambiente,Protocolo_1
1,31.4,22.1,83.0,52.28,normal,C,ambiente,Protocolo_2
1,40.1,72.8,84.4,68.28,normal,A,ambiente,Protocolo_2
3,66.0,76.0,14.7,12.86,normal,B,ambiente,Protocolo_1
1,89.7,44.3,91.5,52.83,normal,D,ambiente,Protocolo_2
1,66.7,63.6,83.8,9.93,normal,B,ambiente,Protocolo_1
3,66.4,51.0,66.5,30.53,normal,C,ambiente,Protocolo_1
2,82.6,36.6,38.0,14.02,fragil,C,ambiente,Protocolo_2
2,20.7,68.9,75.8,24.1,normal,A,ambiente,Protocolo_1
3,33.6,28.5,64.0,68.71,fragil,C,ambiente,Protocolo_2
1,9.8,36.1,38.5,33.7,normal,D,ambiente,Protocolo_1
2,38.2,43.5,6.3,8.87,fragil,D,ambiente,Protocolo_1
3,99.9,63.4,61.3,16.08,fragil,A,ambiente,Protocolo_2
2,36.3,86.0,59.8,67.52,normal,A,ambiente,Protocolo_1
1,86.7,63.4,19.7,32.93,normal,A,refrigerado,Protocolo_2
3,13.1,74.0,91.1,74.89,fragil,B,ambiente,Protocolo_2
3,48.7,32.8,20.1,44.99,normal,B,refrigerado,Protocolo_2
1,38.4,60.8,32.3,40.66,normal,B,ambiente,Protocolo_1
1,24.2,14.9,40.3,36.6,fragil,A,refrigerado,Protocolo_2
3,40.4,49.0,69.9,61.92,normal,C,refrigerado,Protocolo_2
1,66.9,70.5,12.8,66.89,fragil,D,refrigerado,Protocolo_2
3,51.6,22.1,71.7,10.34,normal,A,ambiente,Protocolo_1
1,85.2,90.7,44.4,32.79,fragil,A,ambiente,Protocolo_2
3,91.0,44.6,22.4,22.76,normal,A,ambiente,Protocolo_1
3,50.8,68.8,15.6,71.97,fragil,D,ambiente,Protocolo_2
2,98.3,49.6,44.2,58.83,fragil,B,refrigerado,Protocolo_2
1,11.8,74.6,47.4,23.53,normal,B,ambiente,Protocolo_1
2,31.3,60.5,18.0,32.79,normal,B,ambiente,Protocolo_1
3,44.6,16.6,50.8,33.65,normal,C,ambiente,Protocolo_1
3,60.4,92.8,52.7,74.56,fragil,C,ambiente,Protocolo_2
1,56.9,67.7,98.2,38.0,normal,B,ambiente,Protocolo_1
2,59.0,49.8,72.8,1.67,normal,A,refrigerado,Protocolo_2
3,90.1,69.3,6.2,58.46,normal,D,ambiente,Protocolo_2
1,31.4,29.8,50.3,7.9,fragil,C,refrigerado,Protocolo_2
3,82.6,78.1,7.1,50.53,normal,A,ambiente,Protocolo_1
1,58.0,44.1,53.6,41.18,normal,B,ambiente,Protocolo_2
3,51.6,81.5,37.1,61.06,normal,A,ambiente,Protocolo_1
1,33.4,31.0,90.8,44.1,fragil,B,ambiente,Protocolo_2
1,33.9,80.1,51.9,14.18,normal,D,refrigerado,Protocolo_2
2,41.9,91.1,85.7,71.54,normal,A,ambiente,Protocolo_2
2,77.5,98.2,60.5,72.29,normal,B,ambiente,Protocolo_2
1,50.3,78.8,42.7,33.77,normal,B,refrigerado,Protocolo_2
2,19.6,71.9,26.8,48.83,normal,A,ambiente,Protocolo_1
1,77.2,54.4,22.4,44.28,fragil,A,refrigerado,Protocolo_2
3,68.0,15.0,80.5,42.83,normal,A,ambiente,Protocolo_1
1,95.2,58.2,88.9,7.4,fragil,B,ambiente,Protocolo_2
2,55.3,58.5,35.8,39.62,normal,B,ambiente,Protocolo_1
3,67.2,11.1,52.0,18.17,normal,D,refrigerado,Protocolo_1
1,50.5,70.6,32.3,63.87,normal,D,ambiente,Protocolo_2
1,69.7,19.1,48.3,67.93,normal,C,refrigerado,Protocolo_2
3,46.4,61.7,87.6,1.69,normal,A,ambiente,Protocolo_1
1,18.1,49.9,18.1,58.99,normal,A,ambiente,Protocolo_1
3,98.7,88.1,32.7,9.36,normal,C,ambiente,Protocolo_1
2,73.4,27.1,71.1,0.99,normal,C,ambiente,Protocolo_1
3,62.8,21.3,34.5,1.29,normal,A,ambiente,Protocolo_1
1,50.7,57.4,12.7,37.39,normal,D,refrigerado,Protocolo_2
1,72.6,48.7,40.6,65.17,normal,C,refrigerado,Protocolo_2
3,17.0,20.3,69.3,25.05,normal,A,refrigerado,Protocolo_1
3,36.0,63.3,98.5,73.99,normal,D,ambiente,Protocolo_2
3,16.8,91.1,89.8,33.81,normal,C,ambiente,Protocolo_1
1,17.0,75.3,58.4,15.25,normal,D,refrigerado,Protocolo_2
2,7.0,24.9,78.8,36.83,normal,D,ambiente,Protocolo_1
2,76.8,27.6,59.3,50.23,normal,A,ambiente,Protocolo_1
2,26.6,58.0,51.9,40.56,normal,B,ambiente,Protocolo_1
1,84.0,69.4,21.2,35.37,normal,A,refrigerado,Protocolo_1
2,90.9,98.0,32.8,15.24,normal,B,ambiente,Protocolo_1
2,21.0,15.0,48.0,56.01,normal,A,ambiente,Protocolo_1
1,72.3,56.9,98.6,28.16,fragil,B,ambiente,Protocolo_2
2,48.7,98.8,62.8,77.65,normal,C,refrigerado,Protocolo_2
1,92.3,15.5,94.8,32.17,fragil,A,ambiente,Protocolo_2
1,51.0,97.4,29.6,17.88,fragil,B,refrigerado,Protocolo_2
1,41.0,48.9,11.6,68.8,normal,D,ambiente,Protocolo_1
2,33.0,73.2,97.9,16.85,normal,B,refrigerado,Protocolo_1
1,90.8,45.4,36.3,13.62,normal,A,ambiente,Protocolo_1
2,26.5,84.9,55.9,57.54,normal,B,ambiente,Protocolo_2
2,83.6,91.3,11.8,23.99,normal,A,refrigerado,Protocolo_1
3,23.4,20.8,86.7,33.5,normal,B,ambiente,Protocolo_1
1,66.1,76.0,5.1,36.19,normal,B,ambiente,Protocolo_1
2,47.9,7.0,91.1,62.73,fragil,A,ambiente,Protocolo_2
1,14.9,31.3,20.7,46.03,fragil,A,refrigerado,Protocolo_2
2,17.0,57.5,22.4,59.36,fragil,A,ambiente,Protocolo_2
2,31.7,62.3,83.5,79.0,normal,D,refrigerado,Protocolo_2
3,77.8,39.7,41.7,56.93,normal,A,ambiente,Protocolo_1
2,74.2,30.7,29.3,22.45,normal,D,refrigerado,Protocolo_1
3,24.5,21.3,61.7,61.4,normal,D,refrigerado,Protocolo_2
1,50.2,27.8,29.2,68.02,normal,B,ambiente,Protocolo_1
1,14.2,17.4,32.2,34.58,normal,D,refrigerado,Protocolo_2
1,73.0,29.8,9.3,52.83,fragil,B,ambiente,Protocolo_2
2,80.4,83.0,56.2,39.33,normal,A,refrigerado,Protocolo_1
1,89.9,32.3,17.3,10.38,normal,A,refrigerado,Protocolo_1
1,89.1,91.2,84.5,58.36,fragil,D,ambiente,Protocolo_2
1,37.1,28.3,76.3,35.6,fragil,C,ambiente,Protocolo_2
3,29.2,51.7,32.1,27.84,normal,D,ambiente,Protocolo_1
3,90.2,20.9,55.7,37.53,normal,B,ambiente,Protocolo_1
1,18.9,6.6,59.9,46.65,fragil,A,ambiente,Protocolo_2
3,10.6,64.4,68.3,60.6,normal,A,refrigerado,Protocolo_2
1,34.9,37.1,44.8,72.71,normal,C,ambiente,Protocolo_2
2,77.2,37.8,67.0,54.8,fragil,A,ambiente,Protocolo_2
1,70.9,43.7,21.1,79.54,normal,C,ambiente,Protocolo_2
2,98.8,78.9,49.7,12.77,normal,D,ambiente,Protocolo_1
3,39.2,43.0,13.9,12.52,normal,C,ambiente,Protocolo_1
3,31.2,13.2,94.4,63.28,normal,B,refrigerado,Protocolo_2
2,40.9,31.5,43.1,50.75,normal,B,ambiente,Protocolo_1
2,79.3,59.7,63.7,69.0,fragil,B,ambiente,Protocolo_2
3,25.4,99.4,51.5,54.38,normal,B,refrigerado,Protocolo_2
1,95.0,18.6,7.5,1.21,fragil,A,refrigerado,Protocolo_2
2,53.7,35.7,11.0,53.88,normal,A,ambiente,Protocolo_1
1,79.4,51.1,30.1,17.09,normal,B,ambiente,Protocolo_1
3,83.6,94.7,69.1,35.87,normal,A,ambiente,Protocolo_1
2,50.5,15.3,65.9,55.38,normal,A,refrigerado,Protocolo_2
2,75.4,80.4,22.9,52.57,normal,D,ambiente,Protocolo_2
2,39.6,73.7,51.4,30.73,normal,C,ambiente,Protocolo_1
1,82.0,34.1,39.9,57.1,normal,D,refrigerado,Protocolo_2
1,83.3,78.5,59.0,75.54,fragil,C,refrigerado,Protocolo_2
3,58.8,59.6,36.8,18.62,fragil,C,refrigerado,Protocolo_2
1,25.7,21.3,90.1,9.73,fragil,B,ambiente,Protocolo_2
1,97.2,32.1,49.9,10.97,fragil,C,refrigerado,Protocolo_2
1,95.0,36.2,45.5,36.72,normal,A,ambiente,Protocolo_1
3,63.9,35.7,71.8,24.0,fragil,C,ambiente,Protocolo_1
1,98.5,75.9,79.2,37.5,normal,C,ambiente,Protocolo_2
3,52.8,67.7,46.6,6.93,normal,B,ambiente,Protocolo_1
2,40.7,82.9,15.4,19.91,fragil,C,ambiente,Protocolo_2
3,48.7,53.5,13.1,27.9,normal,C,ambiente,Protocolo_1
2,9.4,38.3,36.1,74.72,normal,B,ambiente,Protocolo_1
1,57.2,11.4,74.6,23.9,fragil,B,refrigerado,Protocolo_2
2,68.3,80.5,67.1,4.05,normal,A,ambiente,Protocolo_1
2,15.4,12.1,32.3,25.02,fragil,D,refrigerado,Protocolo_2
1,29.3,33.6,5.4,74.96,normal,D,ambiente,Protocolo_1
2,73.5,68.5,66.1,34.29,fragil,C,refrigerado,Protocolo_2
1,80.4,77.6,58.6,65.52,normal,C,refrigerado,Protocolo_2
3,98.7,11.5,78.4,21.53,normal,C,ambiente,Protocolo_1
3,29.1,62.7,70.2,11.04,normal,C,ambiente,Protocolo_1
1,84.9,18.0,28.5,39.83,normal,B,ambiente,Protocolo_1
2,21.3,76.9,74.6,56.2,fragil,A,ambiente,Protocolo_2
2,17.4,74.3,51.2,67.65,fragil,D,ambiente,Protocolo_2
1,74.3,76.1,59.6,19.43,normal,D,refrigerado,Protocolo_2
2,47.4,11.1,38.9,78.93,normal,A,ambiente,Protocolo_1
1,80.4,58.1,80.1,39.24,normal,A,ambiente,Protocolo_2
1,31.8,27.9,23.6,40.28,fragil,D,ambiente,Protocolo_2
3,25.3,52.1,24.4,68.71,normal,B,refrigerado,Protocolo_2
2,57.1,99.0,27.6,32.7,normal,C,ambiente,Protocolo_1
3,16.0,13.6,80.0,60.64,normal,A,ambiente,Protocolo_1
2,31.5,61.4,74.2,45.5,fragil,B,refrigerado,Protocolo_2
3,20.8,20.7,30.6,11.01,normal,B,ambiente,Protocolo_1
3,35.4,53.5,18.7,2.83,normal,A,refrigerado,Protocolo_1
2,77.7,54.5,7.7,74.75,normal,B,refrigerado,Protocolo_2
2,16.5,48.3,70.0,69.35,normal,D,ambiente,Protocolo_2
2,63.1,65.8,56.2,78.69,normal,A,ambiente,Protocolo_1
3,60.6,97.5,71.7,54.0,normal,C,refrigerado,Protocolo_2
2,56.1,81.5,72.3,51.73,normal,B,refrigerado,Protocolo_2
2,51.0,96.1,85.3,16.84,normal,B,ambiente,Protocolo_1
1,68.1,23.0,44.5,51.46,normal,D,ambiente,Protocolo_1
3,85.9,99.4,83.6,39.17,normal,C,ambiente,Protocolo_1
2,20.4,34.0,46.4,30.31,normal,C,refrigerado,Protocolo_1
1,82.3,8.2,72.2,54.66,normal,B,ambiente,Protocolo_1
2,10.8,46.4,57.4,6.98,fragil,D,ambiente,Protocolo_2
2,50.8,28.4,92.5,40.41,normal,D,ambiente,Protocolo_1
1,53.6,77.4,40.2,60.7,fragil,C,ambiente,Protocolo_2
3,23.8,13.3,70.5,66.43,fragil,B,ambiente,Protocolo_2
3,13.5,57.1,61.8,39.3,normal,D,ambiente,Protocolo_1
3,12.1,32.5,99.9,28.34,normal,A,ambiente,Protocolo_1
2,8.5,24.6,12.3,45.88,normal,C,ambiente,Protocolo_1
1,59.5,88.2,61.8,10.43,normal,A,refrigerado,Protocolo_2
1,19.8,54.0,27.1,7.5,normal,B,ambiente,Protocolo_1
3,81.8,35.9,89.0,65.57,normal,A,refrigerado,Protocolo_2
1,90.4,75.9,80.5,10.29,normal,B,refrigerado,Protocolo_2
3,32.8,86.1,67.9,33.5,normal,A,ambiente,Protocolo_1
3,20.6,47.0,50.6,33.06,normal,B,ambiente,Protocolo_1
1,43.9,22.3,69.7,78.65,fragil,B,ambiente,Protocolo_2
3,88.7,99.5,57.7,56.47,fragil,D,ambiente,Protocolo_2
1,43.0,39.1,32.3,61.37,fragil,A,ambiente,Protocolo_2
2,15.3,24.5,82.8,53.66,normal,B,refrigerado,Protocolo_1
2,98.5,14.8,53.7,21.95,fragil,A,ambiente,Protocolo_2
3,52.5,16.8,29.4,29.02,normal,B,ambiente,Protocolo_1
2,37.5,94.6,68.1,14.82,normal,A,ambiente,Protocolo_1
3,89.9,94.9,6.8,43.46,normal,A,refrigerado,Protocolo_1
2,93.1,53.3,73.4,6.42,fragil,C,ambiente,Protocolo_2
3,52.2,70.8,49.7,72.33,fragil,A,ambiente,Protocolo_2
3,34.1,84.1,65.3,15.88,normal,B,ambiente,Protocolo_1
3,50.9,58.0,19.9,17.24,normal,A,refrigerado,Protocolo_1
2,25.8,68.4,73.2,38.87,normal,C,refrigerado,Protocolo_1
2,50.4,96.9,73.7,25.72,normal,A,ambiente,Protocolo_1
3,26.8,21.4,75.5,13.49,fragil,C,ambiente,Protocolo_1
3,64.1,18.2,49.4,78.86,normal,A,refrigerado,Protocolo_2
3,77.2,76.5,65.8,22.52,fragil,C,ambiente,Protocolo_2
2,97.1,71.8,57.2,59.21,normal,A,ambiente,Protocolo_1
3,85.0,22.7,27.1,58.14,normal,B,ambiente,Protocolo_1
3,13.2,33.7,7.2,19.72,normal,C,ambiente,Protocolo_1
3,25.1,70.1,44.3,22.36,normal,C,refrigerado,Protocolo_1
1,55.5,52.0,82.4,42.87,fragil,A,ambiente,Protocolo_2
2,29.5,89.9,35.6,68.91,normal,B,ambiente,Protocolo_1
3,6.4,84.5,76.2,59.21,normal,B,ambiente,Protocolo_1
3,76.7,51.3,65.8,24.38,normal,A,ambiente,Protocolo_1
3,39.0,68.4,38.6,3.65,normal,B,ambiente,Protocolo_1
1,11.3,66.1,5.1,48.67,fragil,D,refrigerado,Protocolo_2
1,53.3,13.7,45.9,38.16,normal,B,ambiente,Protocolo_1
3,97.8,45.4,42.3,27.64,fragil,B,ambiente,Protocolo_1
3,69.5,46.8,18.2,51.77,normal,B,ambiente,Protocolo_1
1,20.1,90.2,82.8,76.14,normal,C,ambiente,Protocolo_2
2,53.9,89.1,95.8,72.3,normal,A,refrigerado,Protocolo_2
3,90.7,10.5,16.5,53.32,normal,B,ambiente,Protocolo_1
1,10.2,85.3,26.9,76.75,normal,A,ambiente,Protocolo_2
3,65.6,63.1,65.1,31.77,normal,C,refrigerado,Protocolo_2
1,73.5,6.5,95.3,8.26,normal,D,refrigerado,Protocolo_2
1,71.9,41.3,93.7,36.29,normal,A,ambiente,Protocolo_1
3,19.3,89.4,93.5,52.9,normal,B,ambiente,Protocolo_1
2,91.2,39.0,46.8,64.15,normal,A,ambiente,Protocolo_2
2,35.6,69.3,98.7,75.05,normal,B,ambiente,Protocolo_1
3,9.9,58.7,39.6,41.47,normal,B,refrigerado,Protocolo_1
1,12.9,61.0,13.2,29.97,fragil,C,refrigerado,Protocolo_2
2,48.5,50.7,71.9,22.68,normal,B,ambiente,Protocolo_1
2,8.8,50.8,57.8,48.63,normal,B,ambiente,Protocolo_1
3,79.1,90.8,80.9,55.48,normal,A,ambiente,Protocolo_2
1,87.3,44.3,64.0,50.67,normal,A,ambiente,Protocolo_2
2,6.3,23.2,83.0,15.77,normal,D,ambiente,Protocolo_1
2,82.0,44.9,37.7,35.81,fragil,C,refrigerado,Protocolo_2
2,98.2,74.6,32.4,6.13,normal,A,ambiente,Protocolo_1
3,7.9,50.1,76.9,41.73,normal,D,ambiente,Protocolo_1
